severity	updateDate	comments	line	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-08-06T15:59:27+0700	[]	100.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static INSURANCE_AMOUNT_ITEM_KEY_ND"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=100.0, endLine=100.0, startOffset=25.0, endOffset=53.0}	20min	AWxmLrTCR3EAuKzCsjE4	904ff2c0293249a66676f4bbffdb01a8	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	100.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make INSURANCE_AMOUNT_ITEM_KEY_ND a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=100.0, endLine=100.0, startOffset=25.0, endOffset=53.0}	10min	AWxmLrTDR3EAuKzCsjGS	904ff2c0293249a66676f4bbffdb01a8	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	100.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""INSURANCE_AMOUNT_ITEM_KEY_ND"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=100.0, endLine=100.0, startOffset=25.0, endOffset=53.0}	2min	AWxmLrTER3EAuKzCsjHs	904ff2c0293249a66676f4bbffdb01a8	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static CACHE_KEY_PREMIUM_COMPONENTS_NAME_MAP"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=62.0}	20min	AWxmLrTCR3EAuKzCsjE5	2ec22525fd857919411b77640d49dc1b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make CACHE_KEY_PREMIUM_COMPONENTS_NAME_MAP a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=62.0}	10min	AWxmLrTDR3EAuKzCsjGT	2ec22525fd857919411b77640d49dc1b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""CACHE_KEY_PREMIUM_COMPONENTS_NAME_MAP"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=62.0}	2min	AWxmLrTER3EAuKzCsjHt	2ec22525fd857919411b77640d49dc1b	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	103.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static CACHE_KEY_COVERAGE_NAME_MAP"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=103.0, endLine=103.0, startOffset=25.0, endOffset=52.0}	20min	AWxmLrTDR3EAuKzCsjE7	b8d829748cc2faa4fadb50b9ba9bf7d6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	103.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make CACHE_KEY_COVERAGE_NAME_MAP a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=103.0, endLine=103.0, startOffset=25.0, endOffset=52.0}	10min	AWxmLrTDR3EAuKzCsjGV	b8d829748cc2faa4fadb50b9ba9bf7d6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	103.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""CACHE_KEY_COVERAGE_NAME_MAP"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=103.0, endLine=103.0, startOffset=25.0, endOffset=52.0}	2min	AWxmLrTER3EAuKzCsjHv	b8d829748cc2faa4fadb50b9ba9bf7d6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	104.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_MESSAGE_TYPE_QUOTE_RQ"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=104.0, endLine=104.0, startOffset=25.0, endOffset=52.0}	20min	AWxmLrTDR3EAuKzCsjE8	cabcead69f700a3966514e8dd6679eb0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	104.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_MESSAGE_TYPE_QUOTE_RQ a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=104.0, endLine=104.0, startOffset=25.0, endOffset=52.0}	10min	AWxmLrTDR3EAuKzCsjGW	cabcead69f700a3966514e8dd6679eb0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	104.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_MESSAGE_TYPE_QUOTE_RQ"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=104.0, endLine=104.0, startOffset=25.0, endOffset=52.0}	2min	AWxmLrTER3EAuKzCsjHw	cabcead69f700a3966514e8dd6679eb0	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	105.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_MESSAGE_TYPE_BIND_RQ"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=105.0, endLine=105.0, startOffset=25.0, endOffset=51.0}	20min	AWxmLrTDR3EAuKzCsjE9	c327bd2c93b9ffbcf709da517d6f7893	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	105.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_MESSAGE_TYPE_BIND_RQ a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=105.0, endLine=105.0, startOffset=25.0, endOffset=51.0}	10min	AWxmLrTDR3EAuKzCsjGX	c327bd2c93b9ffbcf709da517d6f7893	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	105.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_MESSAGE_TYPE_BIND_RQ"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=105.0, endLine=105.0, startOffset=25.0, endOffset=51.0}	2min	AWxmLrTER3EAuKzCsjHx	c327bd2c93b9ffbcf709da517d6f7893	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	106.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static ACORD_MESSAGE_TYPE_CLOSING_RQ"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=106.0, endLine=106.0, startOffset=25.0, endOffset=54.0}	20min	AWxmLrTDR3EAuKzCsjE-	fab3090034b4a00206d2abd8051fa5c6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	106.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make ACORD_MESSAGE_TYPE_CLOSING_RQ a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=106.0, endLine=106.0, startOffset=25.0, endOffset=54.0}	10min	AWxmLrTDR3EAuKzCsjGY	fab3090034b4a00206d2abd8051fa5c6	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	106.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""ACORD_MESSAGE_TYPE_CLOSING_RQ"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/ConnectorConstants.java	[]	default-organization	{startLine=106.0, endLine=106.0, startOffset=25.0, endOffset=54.0}	2min	AWxmLrTER3EAuKzCsjHy	fab3090034b4a00206d2abd8051fa5c6	OPEN
MAJOR	2019-08-06T15:59:27+0700	[]	24.0	false	squid:S1118	omni-svu-connector-all	5min	Add a private constructor to hide the implicit public one.	2018-02-21T07:39:05+0700	CODE_SMELL	[design]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=24.0, endLine=24.0, startOffset=13.0, endOffset=24.0}	5min	AWxmLrSdR3EAuKzCsjDt	8b5bd713d87e57bc185791f0fb963330	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	36.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getHours""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=36.0, endLine=36.0, startOffset=166.0, endOffset=174.0}	15min	AWxmLrSdR3EAuKzCsjDu	0da56ed218b3035bfbc7d5956f6f68d7	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	36.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getMinutes""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=36.0, endLine=36.0, startOffset=182.0, endOffset=192.0}	15min	AWxmLrSdR3EAuKzCsjDv	0da56ed218b3035bfbc7d5956f6f68d7	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	36.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getSeconds""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=36.0, endLine=36.0, startOffset=200.0, endOffset=210.0}	15min	AWxmLrSdR3EAuKzCsjDw	0da56ed218b3035bfbc7d5956f6f68d7	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	68.0	false	squid:S1481	omni-svu-connector-all	5min	"Remove this unused ""gc"" local variable."	2018-02-21T07:39:05+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=68.0, endLine=68.0, startOffset=26.0, endOffset=28.0}	5min	AWxmLrSdR3EAuKzCsjD2	857aa93139c8b58e01ffafa6f9903622	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	74.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getDay""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=74.0, endLine=74.0, startOffset=42.0, endOffset=48.0}	15min	AWxmLrSdR3EAuKzCsjDy	8c34744b48074c4637f2306b6c7c4f32	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	75.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getMonth""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=75.0, endLine=75.0, startOffset=44.0, endOffset=52.0}	15min	AWxmLrSdR3EAuKzCsjDz	1d9dbf99d0989706a02741fae519b417	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	76.0	false	squid:CallToDeprecatedMethod	omni-svu-connector-all	15min	"Remove this use of ""getYear""; it is deprecated."	2018-02-21T07:39:05+0700	CODE_SMELL	[cert, cwe, obsolete]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	[]	default-organization	{startLine=76.0, endLine=76.0, startOffset=43.0, endOffset=50.0}	15min	AWxmLrSdR3EAuKzCsjD0	3de47681f0f771da410389ad91702aa1	OPEN
MAJOR	2019-08-06T15:59:27+0700	[]	84.0	false	squid:S1172	omni-svu-connector-all	5min	"Remove this unused method parameter ""date""."	2018-02-21T07:39:05+0700	CODE_SMELL	[based-on-misra, cert, unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java	"[{locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/core/DCUtilities.java, textRange={startLine=84.0, endLine=84.0, startOffset=80.0, endOffset=84.0}, msg=Remove this unused method parameter date"".}]}]"	default-organization	{startLine=84.0, endLine=84.0, startOffset=80.0, endOffset=84.0}	5min	AWxmLrSdR3EAuKzCsjD1	de65fc7abfa86ab4c222a7687c8f2939	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	24.0	false	squid:S00116	omni-svu-connector-all	2min	"Rename this field ""service_endpoint"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java	[]	default-organization	{startLine=24.0, endLine=24.0, startOffset=19.0, endOffset=35.0}	2min	AWxmLrODR3EAuKzCsi_8	b9e6e718773d1cc3952bc680957423a0	OPEN
MAJOR	2019-08-06T15:59:27+0700	[]	219.0	false	squid:S4144	omni-svu-connector-all	15min	"Update this method so that its implementation is not identical to ""getServiceEndPoint"" on line 128."	2018-02-21T07:39:05+0700	CODE_SMELL	[confusing, duplicate, suspicious]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java	[{locations=[{component=omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java, textRange={startLine=128.0, endLine=128.0, startOffset=18.0, endOffset=36.0}, msg=original implementation}]}]	default-organization	{startLine=219.0, endLine=219.0, startOffset=18.0, endOffset=37.0}	15min	AWxmLrODR3EAuKzCsi_7	9cb7176dc174cce8fdf281039c60efd3	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	219.0	false	squid:S00100	omni-svu-connector-all	5min	Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java	[]	default-organization	{startLine=219.0, endLine=219.0, startOffset=18.0, endOffset=37.0}	5min	AWxmLrODR3EAuKzCsi_9	9cb7176dc174cce8fdf281039c60efd3	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	223.0	false	squid:S00100	omni-svu-connector-all	5min	Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java	[]	default-organization	{startLine=223.0, endLine=223.0, startOffset=16.0, endOffset=35.0}	5min	AWxmLrODR3EAuKzCsi_-	c068debdecba0b2ec066b7a220ad39d9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	223.0	false	squid:S00117	omni-svu-connector-all	2min	Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/BrokerRegistration.java	[]	default-organization	{startLine=223.0, endLine=223.0, startOffset=43.0, endOffset=59.0}	2min	AWxmLrODR3EAuKzCsi_6	c068debdecba0b2ec066b7a220ad39d9	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	16.0	false	squid:S1450	omni-svu-connector-all	5min	"Remove the ""serviceEndPoint"" field and declare it as a local variable in the relevant methods."	2018-02-21T07:39:05+0700	CODE_SMELL	[pitfall]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/InsurerRegistration.java	[]	default-organization	{startLine=16.0, endLine=16.0, startOffset=19.0, endOffset=34.0}	5min	AWxmLrOTR3EAuKzCsi__	0f6dcc0708e943db6f4e70be84453120	OPEN
MAJOR	2019-08-06T15:59:27+0700	[]	16.0	false	squid:S1068	omni-svu-connector-all	5min	"Remove this unused ""serviceEndPoint"" private field."	2018-02-21T07:39:05+0700	CODE_SMELL	[unused]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/InsurerRegistration.java	[]	default-organization	{startLine=16.0, endLine=16.0, startOffset=19.0, endOffset=34.0}	5min	AWxmLrOTR3EAuKzCsjAB	0f6dcc0708e943db6f4e70be84453120	OPEN
INFO	2019-08-06T15:59:27+0700	[]	17.0	false	squid:S1135	omni-svu-connector-all		Complete the task associated to this TODO comment.	2018-02-21T07:39:05+0700	CODE_SMELL	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/MaterialDamageCoverageRiskDetails.java	[]	default-organization	{startLine=17.0, endLine=17.0, startOffset=0.0, endOffset=9.0}		AWxmLrJ3R3EAuKzCsi_O	b7b1e314614cf326c6e2b6eba1540682	OPEN
MAJOR	2019-08-16T16:53:36+0700	[]		false	common-java:DuplicatedBlocks	omni-svu-connector-all	50min	4 duplicated blocks of code must be removed.	2018-02-21T07:39:05+0700	CODE_SMELL	[pitfall]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/MaterialDamageRiskDetails.java	[]	default-organization		50min	AWxmLrIhR3EAuKzCsi_D		OPEN
INFO	2019-08-06T15:59:27+0700	[]	15.0	false	squid:S1135	omni-svu-connector-all		Complete the task associated to this TODO comment.	2018-02-21T07:39:05+0700	CODE_SMELL	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/MaterialDamageRiskDetails.java	[]	default-organization	{startLine=15.0, endLine=15.0, startOffset=0.0, endOffset=9.0}		AWxmLrIhR3EAuKzCsi_E	b7b1e314614cf326c6e2b6eba1540682	OPEN
MAJOR	2019-08-06T15:59:27+0700	[]	14.0	false	squid:S1118	omni-svu-connector-all	5min	Add a private constructor to hide the implicit public one.	2018-02-21T07:39:05+0700	CODE_SMELL	[design]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/OmniChannelConstants.java	[]	default-organization	{startLine=14.0, endLine=14.0, startOffset=13.0, endOffset=33.0}	5min	AWxmLq7dR3EAuKzCsi7I	cdcb07d26bd243e1414a4621b63c55ba	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static EMPTY_JSON"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/OmniChannelConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=35.0}	20min	AWxmLq7cR3EAuKzCsi6D	0ddeddec518edb12d715445302e7e478	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:ClassVariableVisibilityCheck	omni-svu-connector-all	10min	Make EMPTY_JSON a static final constant or non-public and provide accessors if needed.	2018-02-21T07:39:05+0700	VULNERABILITY	[cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/OmniChannelConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=35.0}	10min	AWxmLq7cR3EAuKzCsi6a	0ddeddec518edb12d715445302e7e478	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	101.0	false	squid:S3008	omni-svu-connector-all	2min	"Rename this field ""EMPTY_JSON"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."	2018-02-21T07:39:05+0700	CODE_SMELL	[convention]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/OmniChannelConstants.java	[]	default-organization	{startLine=101.0, endLine=101.0, startOffset=25.0, endOffset=35.0}	2min	AWxmLq7cR3EAuKzCsi6x	0ddeddec518edb12d715445302e7e478	OPEN
MINOR	2019-08-06T15:59:27+0700	[]	102.0	false	squid:S1444	omni-svu-connector-all	20min	"Make this ""public static JSON_OBJECT_QUOTE_APPLICATION"" field final"	2018-02-21T07:39:05+0700	VULNERABILITY	[cert, cwe]	omni-svu-connector-all:svu-processor-service/src/main/java/com/dxc/diaas/svu/processor/model/omnichannel/OmniChannelConstants.java	[]	default-organization	{startLine=102.0, endLine=102.0, startOffset=25.0, endOffset=54.0}	20min	AWxmLq7cR3EAuKzCsi6E	65ffb7021ff07f27fcc7981d8476ffda	OPEN
